assembly_accession	biosample	organism	rule_id	field	value	condition	evidence	status	detail
GCA_002282495.1	SAMN06622214	Marinobacter sp. 34-60-7	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002282515.1	SAMN06622212	Burkholderiales bacterium 34-67-9	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002282555.1	SAMN06622211	Rhodobacterales bacterium 34-62-10	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002282565.1	SAMN06622209	Hyphomonas sp. 34-62-18	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002282575.1	SAMN06622208	Thiotrichales bacterium 34-46-19	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002282595.1	SAMN06622207	Pseudomonas sp. 34-62-33	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002282635.1	SAMN06622205	Acidiphilium sp. 34-64-41	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002282645.1	SAMN06622204	Acidiphilium sp. 34-60-192	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002282675.1	SAMN06622202	Thiomonas sp. 15-66-11	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002282695.1	SAMN06622195	Lysobacterales bacterium 14-68-21	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002282715.1	SAMN06622200	Halothiobacillus sp. 15-55-196	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002282725.1	SAMN06622199	Thiomonas sp. 15-63-373	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002282755.1	SAMN06622191	Halothiobacillus sp. 14-56-357	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002282775.1	SAMN06622194	Stenotrophomonas sp. 14-69-23	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002282785.1	SAMN06622188	Thiomonas sp. 13-66-29	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002282795.1	SAMN06622187	Thiomonas sp. 13-64-67	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002289425.1	SAMN07459800	Escherichia coli	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_002290025.1	SAMN07572979	Enterococcus thailandicus	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_002290485.1	SAMN07203024	Shigella boydii	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sewage	existing_different	existing_different
GCA_002296885.1	SAMN06451074	Flavobacterium sp. UBA807	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002296885.1	SAMN06451074	Flavobacterium sp. UBA807	SC1-ENV-LOCAL-ACTIVATED-SLUDGE	Environment_Medium_SD	activated sludge	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002296895.1	SAMN06451073	Chitinophagaceae bacterium UBA806	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002296895.1	SAMN06451073	Chitinophagaceae bacterium UBA806	SC1-ENV-LOCAL-ACTIVATED-SLUDGE	Environment_Medium_SD	activated sludge	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002299395.1	SAMN06457808	Acidimicrobiaceae bacterium UBA668	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_002299405.1	SAMN06457817	Nitrospira sp. UBA667	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_002299795.1	SAMN06457809	Candidatus Saccharibacteria bacterium UBA669	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_002304495.1	SAMN06622335	Rhodospirillales bacterium 35-44-4	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002304505.1	SAMN06622351	Rhizobiales bacterium 32-66-11	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002316215.1	SAMN06455733	Lachnospiraceae bacterium UBA1066	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_002316225.1	SAMN06455732	Firmicutes bacterium UBA1065	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_002316235.1	SAMN06455731	Bacteroidales bacterium UBA1064	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_002316275.1	SAMN06455730	candidate division WOR-3 bacterium UBA1063	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_002316295.1	SAMN06455729	Syntrophaceae bacterium UBA1062	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_002316305.1	SAMN06455727	Cloacimonetes bacterium UBA1060	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_002316315.1	SAMN06455728	Candidatus Aminicenantes bacterium UBA1061	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_002321995.1	SAMN06451712	Competibacteraceae bacterium UBA1593	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002322735.1	SAMN06451716	Bacillus subtilis	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002322745.1	SAMN06451715	Chitinophagaceae bacterium UBA1596	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002322775.1	SAMN06451714	Hyphomonadaceae bacterium UBA1595	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002322785.1	SAMN06451713	Candidatus Saccharibacteria bacterium UBA1594	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002331305.1	SAMN06457477	Bifidobacterium longum	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002331325.1	SAMN06457480	Atopobium sp. UBA2085	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002331575.1	SAMN06454938	Atopobium sp. UBA2090	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002331585.1	SAMN06457478	Faecalibacterium sp. UBA2087	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002331865.1	SAMN06457481	Bifidobacterium adolescentis	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002331885.1	SAMN06457479	Eubacterium sp. UBA2086	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002332755.1	SAMN06451951	Bacteroidales bacterium UBA2030	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_002332765.1	SAMN06454472	Clostridiales bacterium UBA2028	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_002332795.1	SAMN06454471	Anaerolineales bacterium UBA2029	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_002332845.1	SAMN06454467	Chthonomonas sp. UBA2025	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_002332845.1	SAMN06454467	Chthonomonas sp. UBA2025	SC1-ENV-LOCAL-ACTIVATED-SLUDGE	Environment_Medium_SD	activated sludge	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_002333175.1	SAMN06453721	Bacteroidetes bacterium UBA2024	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_002333435.1	SAMN06454470	Chloracidobacterium sp. UBA2026	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_002333435.1	SAMN06454470	Chloracidobacterium sp. UBA2026	SC1-ENV-LOCAL-ACTIVATED-SLUDGE	Environment_Medium_SD	activated sludge	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_002334885.1	SAMN06454463	Verrucomicrobiaceae bacterium UBA2021	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_002334985.1	SAMN06454464	Micavibrio sp. UBA2020	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_002334985.1	SAMN06454464	Micavibrio sp. UBA2020	SC1-ENV-LOCAL-ACTIVATED-SLUDGE	Environment_Medium_SD	activated sludge	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_002335025.1	SAMN06451671	Thiothrix sp. UBA2016	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_002335025.1	SAMN06451671	Thiothrix sp. UBA2016	SC1-ENV-LOCAL-ACTIVATED-SLUDGE	Environment_Medium_SD	activated sludge	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_002335145.1	SAMN06454465	Patescibacteria group bacterium UBA2023	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_002335165.1	SAMN06451678	Flammeovirgaceae bacterium UBA2019	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_002335175.1	SAMN06451677	Candidatus Saccharibacteria bacterium UBA2018	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_002335425.1	SAMN06451672	Chthonomonas sp. UBA2017	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_002335425.1	SAMN06451672	Chthonomonas sp. UBA2017	SC1-ENV-LOCAL-ACTIVATED-SLUDGE	Environment_Medium_SD	activated sludge	blank_or_same	existing_different=sludge	existing_different	existing_different
GCA_002335495.1	SAMN06454466	Candidatus Dojkabacteria bacterium UBA2022	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=activated sludge	existing_different	existing_different
GCA_002336105.1	SAMN06456072	Chthonomonas sp. UBA1950	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002336115.1	SAMN06456075	Chitinophagaceae bacterium UBA1953	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002336465.1	SAMN06456073	Pedobacter sp. UBA1951	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002336725.1	SAMN06456074	Bacteroidetes bacterium UBA1952	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002336735.1	SAMN06451034	Candidatus Saccharibacteria bacterium UBA1949	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002336765.1	SAMN06451035	Novosphingobium sp. UBA1948	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002336805.1	SAMN06451038	Bacteroidetes bacterium UBA1941	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002336815.1	SAMN06451041	Chitinophagaceae bacterium UBA1946	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002336845.1	SAMN06451036	Rhodobacteraceae bacterium UBA1943	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002336855.1	SAMN06451042	Leucobacter sp. UBA1945	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002336885.1	SAMN06455794	Novosphingobium sp. UBA1939	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002336895.1	SAMN06455793	Verrucomicrobiaceae bacterium UBA1938	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002336915.1	SAMN06451040	Bacteroidetes bacterium UBA1947	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002336935.1	SAMN06451043	Candidatus Saccharibacteria bacterium UBA1944	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002336965.1	SAMN06451037	Hyphomonadaceae bacterium UBA1942	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002336975.1	SAMN06451039	Phyllobacteriaceae bacterium UBA1940	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002336985.1	SAMN06455795	Sphingomonadales bacterium UBA1936	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002337005.1	SAMN06455796	Flavobacteriales bacterium UBA1937	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
GCA_002337045.1	SAMN06455798	Bacteroidetes bacterium UBA1935	SC1-ENV-BROAD-WASTEWATER	Environment_Medium_SD	wastewater/sewage	blank_or_same	existing_different=wastewater	existing_different	existing_different
