synonym,source_column,original_value,normalized_value,destination,category,proposed_value,broad_value,ontology_id,method,confidence,status,note
isolation source,,isolation source,isolation source,Isolation_Source_SD,source/sample material,source/sample material,,,dictionary,high,approved,conservative host-review source routing; rows=7
papaya,,papaya,papaya,Isolation_Source_SD,food/food product,food/food product,food/source material,,dictionary,high,needs_review,conservative host-review source routing; rows=7; demoted duplicate conflict 2026-04-30; preferred=plant/produce food product
Almond,,Almond,almond,Isolation_Source_SD,food/food product,food/food product,food/source material,,dictionary,high,needs_review,conservative host-review source routing; rows=5; demoted duplicate conflict 2026-04-30; preferred=plant/produce food product
"Bootsock, Urban Park",,"Bootsock, Urban Park",bootsock urban park,Sample_Type_SD,bootsock/environmental swab,bootsock/environmental swab,clinical/host-associated material,,dictionary,high,approved,conservative host-review source routing; rows=4
pen shell,,pen shell,pen shell,Isolation_Source_SD,food/food product,food/food product,food/source material,,dictionary,high,approved,conservative host-review source routing; rows=4
Terrestrial biome [ENVO:00000446],,Terrestrial biome [ENVO:00000446],terrestrial biome envo 00000446,Environment_Broad_Scale_SD,terrestrial environment,terrestrial environment,,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Environment (Broad Scale); rows=198; broad environment pattern
Human Gut,,Human Gut,human gut,Environment_Broad_Scale_SD,host-associated environment,host-associated environment,,,dictionary,high,needs_review,auto conservative source/sample/environment/site review 2026-04-30; source_column=Environment (Broad Scale); rows=5; broad environment pattern; demoted duplicate conflict 2026-04-30; preferred=host-associated gut/oral/fecal environment
anthropogenic terrestrial biome,,anthropogenic terrestrial biome,anthropogenic terrestrial biome,Environment_Broad_Scale_SD,terrestrial environment,terrestrial environment,,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Environment (Broad Scale); rows=273; broad environment pattern
Human,,Human,human,Environment_Broad_Scale_SD,host-associated environment,host-associated environment,,,dictionary,high,needs_review,auto conservative source/sample/environment/site review 2026-04-30; source_column=Environment (Broad Scale); rows=105; broad environment pattern Host-only label; disabled until material/source evidence is explicit.
human dwelling,,human dwelling,human dwelling,Environment_Broad_Scale_SD,host-associated environment,host-associated environment,,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Environment (Broad Scale); rows=7; broad environment pattern
Terrestrial Biome,,Terrestrial Biome,terrestrial biome,Environment_Broad_Scale_SD,terrestrial environment,terrestrial environment,,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Environment (Broad Scale); rows=3; broad environment pattern
EBPR sludge,,EBPR sludge,ebpr sludge,Environment_Broad_Scale_SD,wastewater/sewage,wastewater/sewage,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Environment (Broad Scale); rows=6; broad environment pattern
Small lake biome,,Small lake biome,small lake biome,Environment_Broad_Scale_SD,freshwater environment,freshwater environment,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Environment (Broad Scale); rows=7; broad environment pattern
human stomach,,human stomach,human stomach,Environment_Broad_Scale_SD,host-associated environment,host-associated environment,,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Environment (Broad Scale); rows=8; broad environment pattern
Human Microbiome,,Human Microbiome,human microbiome,Environment_Broad_Scale_SD,host-associated environment,host-associated environment,,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Environment (Broad Scale); rows=3; broad environment pattern
plants,,plants,plants,Environment_Broad_Scale_SD,plant-associated environment,plant-associated environment,,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Environment (Broad Scale); rows=4; broad environment pattern
Animal,,Animal,animal,Environment_Broad_Scale_SD,host-associated environment,host-associated environment,,,dictionary,high,needs_review,auto conservative source/sample/environment/site review 2026-04-30; source_column=Environment (Broad Scale); rows=20; broad environment pattern Host-only label; disabled until material/source evidence is explicit.
enrichment culture,,enrichment culture,enrichment culture,Sample_Type_SD,enrichment culture,enrichment culture,metadata descriptor / non-source,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Sample Type; rows=4; culture pattern
soil bacteria,,soil bacteria,soil bacteria,Environment_Medium_SD,soil,soil,environmental material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Environment (Broad Scale); rows=4; soil/agricultural material
UBERON:gastrointestinal system,,UBERON:gastrointestinal system,uberon gastrointestinal system,Isolation_Site_SD,gut content,gut content,feces/gut/intestinal material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=BioSample Body Habitat; rows=105; anatomical/site pattern
UBERON:small intestine,,UBERON:small intestine,uberon small intestine,Isolation_Site_SD,gut content,gut content,feces/gut/intestinal material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=BioSample Body Habitat; rows=4; anatomical/site pattern
Gastrointestinal tract,,Gastrointestinal tract,gastrointestinal tract,Isolation_Site_SD,gut content,gut content,feces/gut/intestinal material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=BioSample Body Sample Site; rows=10; anatomical/site pattern
Blood,,Blood,blood,Isolation_Site_SD,blood,blood,clinical/host-associated material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=573; blood material/site
Intestinal tract,,Intestinal tract,intestinal tract,Isolation_Site_SD,gut content,gut content,feces/gut/intestinal material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=BioSample Misc Param HMP Body Site; rows=12; anatomical/site pattern
Peripheral Blood,,Peripheral Blood,peripheral blood,Isolation_Site_SD,blood,blood,clinical/host-associated material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Source; rows=6; blood material/site
Blood Derived Normal,,Blood Derived Normal,blood derived normal,Isolation_Site_SD,blood,blood,clinical/host-associated material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Site; rows=315; blood material/site
Recurrent Blood Derived Cancer - Bone Marrow,,Recurrent Blood Derived Cancer - Bone Marrow,recurrent blood derived cancer bone marrow,Isolation_Site_SD,blood,blood,clinical/host-associated material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Site; rows=88; blood material/site
Primary Blood Derived Cancer - Peripheral Blood,,Primary Blood Derived Cancer - Peripheral Blood,primary blood derived cancer peripheral blood,Isolation_Site_SD,blood,blood,clinical/host-associated material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Site; rows=65; blood material/site
UBERON:intestine,,UBERON:intestine,uberon intestine,Isolation_Site_SD,gut content,gut content,feces/gut/intestinal material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Site; rows=59; anatomical/site pattern
Primary Blood Derived Cancer - Bone Marrow,,Primary Blood Derived Cancer - Bone Marrow,primary blood derived cancer bone marrow,Isolation_Site_SD,blood,blood,clinical/host-associated material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Site; rows=58; blood material/site
UBERON:nose skin,,UBERON:nose skin,uberon nose skin,Isolation_Site_SD,nasal site,nasal site,clinical/host-associated material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Site; rows=48; anatomical/site pattern
Inner oral cavity,,Inner oral cavity,inner oral cavity,Isolation_Site_SD,oral cavity,oral cavity,,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Site; rows=3; anatomical/site pattern
Whole_Blood,,Whole_Blood,whole blood,Isolation_Site_SD,blood,blood,clinical/host-associated material,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Site; rows=26; blood material/site
Brain Tissue,,Brain Tissue,brain tissue,Isolation_Site_SD,brain,brain,,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Site; rows=22; anatomical/site pattern
brain,,brain,brain,Isolation_Site_SD,brain,brain,,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Site; rows=59; anatomical/site pattern
Lymph Node,,Lymph Node,lymph node,Isolation_Site_SD,lymph node,lymph node,,,dictionary,high,approved,auto conservative source/sample/environment/site review 2026-04-30; source_column=Isolation Site; rows=3; anatomical/site pattern
