assembly_accession	biosample	organism	changed_fields	matched_rules	outcomes
GCA_040833355.1	SAMN42764704	Escherichia coli	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_041506445.1	SAMN43367700	Escherichia coli	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_041511905.1	SAMN43367699	Escherichia coli	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_042307515.1	SAMN43367635	Salmonella enterica	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_042346675.1	SAMN43906769	Escherichia coli	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_042346775.1	SAMN43906775	Escherichia coli	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_042357155.1	SAMN43906777	Escherichia coli	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_043194315.1	SAMN39752188	Xanthobacter autotrophicus	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_043412435.1	SAMN44334029	Escherichia coli O157:H7	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_043412475.1	SAMN44334030	Escherichia coli O157:H7	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_043630205.1	SAMN44379760	Listeria monocytogenes	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_043855125.1	SAMN43906819	Staphylococcus aureus	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_046272065.1	SAMN41168789	Escherichia coli O157:H7	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_048803805.1	SAMN45060973	Staphylococcus aureus	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_049041605.1	SAMN46017480	Enterococcus faecium	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_049042285.1	SAMN46017593	Enterococcus faecium	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_049042325.1	SAMN46017597	Enterococcus faecium	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_049042625.1	SAMN46017601	Staphylococcus aureus	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_049042925.1	SAMN46017499	Enterococcus faecium	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_049043185.1	SAMN46017672	Enterococcus faecium	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_049043385.1	SAMN46017677	Enterococcus faecium	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_049043785.1	SAMN46017685	Enterococcus faecium	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_049044485.1	SAMN46017796	Enterococcus faecalis	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_049044925.1	SAMN46017805	Enterococcus faecium	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_049045405.1	SAMN46017845	Staphylococcus aureus	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_049046705.1	SAMN46017562	Enterococcus faecium	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_049047565.1	SAMN46017493	Enterococcus faecium	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_049048005.1	SAMN46017620	Staphylococcus aureus	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_049048475.1	SAMN46017628	Staphylococcus aureus	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_049048825.1	SAMN46017693	Enterococcus faecium	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
GCA_049050305.1	SAMN46017872	Staphylococcus aureus	Host_Health_State_SD;Host_Health_State_SD_Detail;Host_Health_State_SD_Method;Host_Study_Group_SD;Semantic_Axis_Provenance	SC1-HHS-HEALTHY-CONTROL-HEALTH;SC1-HHS-HEALTHY-CONTROL-STUDY	"[{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Health_State_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-HEALTH"",""status"":""applied"",""value"":""healthy""},{""condition"":""always"",""detail"":"""",""evidence"":""condition=always"",""field"":""Host_Study_Group_SD"",""rule_id"":""SC1-HHS-HEALTHY-CONTROL-STUDY"",""status"":""applied"",""value"":""control""}]"
